service,total_logs,error_count,fatal_count,warn_count,error_rate,avg_severity,logs_per_second
api_gateway,40,2,0,3,0.017503936886894726,0.18903079248684068,0.4426740745093073
payments,14,1,0,0,0.12100617116175921,0.12883223012650633,0.08639279694884947
payments,24,1,0,0,0.1322453023763116,0.025617409545915404,0.40297647244255613
auth,10,1,0,1,0.05429465845718413,0.210115539942988,0.11315070834352825
database,6,0,0,2,0.042153549384354595,0.1876732098739167,0.23623183478553
payments,29,0,0,3,0.014048617891121173,0.22157669354185502,0.5711813758842472
database,17,0,0,5,0.0002653363523921204,0.18841777953049282,0.36995971934432037
payments,15,3,0,5,0.007906468478015849,0.18583310577569845,0.5298560377921964
database,28,1,0,6,0.017014978040990014,0.34579793899221434,0.14520825836239712
payments,7,2,0,5,0.10407950134925918,0.3373711182836197,0.26068612184717826
api_gateway,47,0,0,2,0.047603727334184,0.15428330981209976,0.7528070375844093
api_gateway,42,1,0,2,0.045534339843835536,0.012227207062362716,0.21500633129400099
payments,9,3,0,4,0.14470357182426913,0.02750038083547093,0.3892862395815171
api_gateway,33,0,0,1,0.041125683509817476,0.22238032207092864,0.22049739694581352
database,9,1,0,0,0.0656984170135412,0.27609212873381417,0.21820525147336112
payments,24,3,0,4,0.07418955791456382,0.11017867191620363,0.31135874570132216
database,29,0,0,1,0.02374942808262148,0.04624047553265351,0.41800299832758786
auth,15,1,0,2,0.07820645215724312,0.2054167611663996,0.34269159283632955
auth,9,0,0,1,0.028026530017442833,0.09574185466025799,0.31452408006527044
payments,16,1,0,3,0.14063255061110078,0.20332467771067783,0.14033258697273493
auth,21,1,0,3,0.06614767688562871,0.11047807146902414,0.2547682724561341
database,20,1,0,5,0.06296448766765864,0.30261572768770817,0.20678507461774384
database,20,1,0,6,0.04028972248709854,0.11286756380184305,0.3718460301566191
api_gateway,17,0,0,1,0.07439116545860489,0.12376441811210065,0.6520012895580398
api_gateway,21,2,0,2,0.07999197474418329,0.12493175449616259,0.25506380425753816
payments,28,0,0,5,0.11933165878899721,0.1385064203151722,0.5082652013006442
api_gateway,30,0,0,3,0.006354187554897761,0.23878631087289978,0.27499842309350764
api_gateway,39,2,0,2,0.07689790208299804,0.09607094468074048,0.4982461425915843
api_gateway,37,0,0,3,0.022491214115931833,0.027725596995975127,0.2300754658136665
auth,5,1,0,3,0.012144261572837501,0.2607548591941531,0.30587714491521034
database,6,0,0,5,0.02853890151136863,0.15796592464081974,0.33498883449358097
api_gateway,42,1,0,2,0.034755830528860436,0.1795391739809326,0.45163166565067125
api_gateway,32,1,0,3,0.04291350394744537,0.2227856070618574,0.6463857925739352
api_gateway,31,2,0,0,0.06552604015500903,0.1509744770709688,0.21828714390610854
api_gateway,47,2,0,0,0.023136337323506853,0.10870138297611556,0.3012241462284755
payments,13,2,0,1,0.07777394624133606,0.2865905050568668,0.4513749505348865
api_gateway,37,0,0,3,0.03207308790351616,0.16999259076983322,0.34129010768884394
api_gateway,44,2,0,3,0.03301699404388813,0.014034566711724705,0.6033714048788977
api_gateway,42,0,0,3,0.002058557216299981,0.1069161591782451,0.6418828027422852
api_gateway,21,0,0,2,0.02047550891625491,0.0918035144318273,0.3719231490801581
payments,34,1,0,3,0.11286138498180139,0.20777951455649504,0.5393315489301579
payments,29,3,0,3,0.06873072078783239,0.21234361371539034,0.25732248442744965
database,21,0,0,0,0.007262380828374857,0.3211539744104444,0.21811797816107098
database,15,1,0,2,0.05144141459312018,0.2829934786795974,0.30525108702653153
payments,29,2,0,1,0.02757193342227224,0.2624584367389769,0.10005649378538434
payments,35,2,0,3,0.1347895365853455,0.17604830839397448,0.5402996302296121
database,22,0,0,1,0.03507658244331308,0.23952411043690935,0.4217997210536193
api_gateway,47,0,0,1,0.06683391781438949,0.17157735378697792,0.447469696391364
database,27,1,0,2,0.029945132662694274,0.3429011251350253,0.2344452303639539
auth,15,1,0,1,0.05652263811708307,0.2517518431530891,0.08128255429633466
payments,10,1,0,4,0.11223582092713501,0.2943741567749782,0.3646807827825201
payments,5,3,0,2,0.13443850747073682,0.03645493563588289,0.5162246588792191
auth,4,1,0,1,0.006400008275238689,0.17859322555303506,0.13788658819951224
api_gateway,14,1,0,3,0.06759376511416776,0.2145268230290273,0.316424868383
api_gateway,40,1,0,2,0.07788810321171416,0.22113073041126058,0.3266725905014143
database,28,1,0,1,0.024276878770656093,0.02609354119821833,0.3622108071576942
api_gateway,48,2,0,2,0.050657483369205315,0.18934036913399238,0.7486701178125525
api_gateway,47,2,0,1,0.02616377672229576,0.19424270172367653,0.14269174503926396
payments,9,0,0,5,0.029781428830230248,0.10448006850956518,0.46741257173807477
database,15,0,0,4,0.04179450504399997,0.08150992896549134,0.21721690252907663
auth,18,1,0,0,0.05330432878885832,0.0977993755606808,0.31029326214323905
database,18,1,0,1,0.05657649171735882,0.09825968352993034,0.4315724163472491
auth,17,0,0,1,0.024717696901060616,0.2162865931451017,0.16300887717606868
api_gateway,33,2,0,1,0.00877974501679489,0.15472401222298768,0.5556533212173417
database,12,1,0,5,0.005973834415845003,0.19774660432874605,0.2953170340562172
auth,24,0,0,3,0.03881810010456791,0.23497071566338867,0.31967453312628713
payments,32,3,0,4,0.06365580390804519,0.09263319651559976,0.3951909306904882
api_gateway,25,0,0,2,0.03007330365867528,0.08468281510237247,0.5499812610465222
api_gateway,33,2,0,0,0.0407885418116015,0.11202126897564524,0.5698553396483306
payments,36,1,0,0,0.10709369217971572,0.3493017426766691,0.4426530212459988
database,7,1,0,4,0.07047386392705908,0.26900683556943233,0.1389722044109475
api_gateway,20,2,0,2,0.0625760597684872,0.1162278423572892,0.7390212802191757
api_gateway,11,0,0,0,0.04791764917524256,0.010147878367777419,0.19451152459753873
auth,12,0,0,2,0.06561618064448772,0.00018349054667611274,0.12579951863461147
api_gateway,17,1,0,0,0.05800833353714157,0.19904194929542,0.5768145329140446
api_gateway,34,2,0,0,0.00989243253583994,0.05859104698390605,0.2957057518024264
api_gateway,47,2,0,0,0.0269768697963045,0.13639377246456275,0.7179548913964112
api_gateway,16,2,0,2,0.018648370377805933,0.07040016594102919,0.507512167660496
auth,18,1,0,1,0.046810204444960535,0.29564261970132966,0.29705500260758955
database,10,1,0,3,0.06691811044931278,0.07902029194411339,0.3967022296742697
payments,18,2,0,0,0.05373285618646092,0.27924676963340944,0.20649733564963085
payments,22,2,0,3,0.007374124373257223,0.13844289631295803,0.1316119580196127
api_gateway,10,0,0,0,0.012728768520260437,0.12466092034329704,0.4275687196845134
auth,5,1,0,2,0.048331822155225336,0.28786602428997,0.17408301074316848
auth,15,0,0,0,0.08300653721957794,0.1626586934658221,0.3696776008561359
database,10,1,0,2,0.0485665571136938,0.08305466263275484,0.20361213945425197
api_gateway,14,1,0,1,0.031482870209561364,0.13183962452103704,0.5749869976053233
auth,3,1,0,0,0.09853447186873107,0.04992583137948082,0.3754180552930113
api_gateway,26,2,0,2,0.01687185188995894,0.19931962697983333,0.201100289073828
auth,3,1,0,3,0.07786521510749095,0.26461632128363055,0.3637895313253918
auth,21,0,0,3,0.004815078917320093,0.040568596235415685,0.214051561803516
database,26,0,0,6,0.010432310798427925,0.1394233066811397,0.2667827167625605
api_gateway,42,1,0,2,0.04513682962407506,0.1219704950741787,0.6282448522537224
api_gateway,42,2,0,3,0.07697904134382517,0.08998920001686125,0.6896405701637407
auth,17,0,0,1,0.049041036113680526,0.2719591896358468,0.27128008599089654
payments,28,0,0,5,0.10263136127827299,0.19961446916163253,0.14448401021277174
api_gateway,42,1,0,2,0.035773710288039634,0.11300023451344138,0.4608141543970091
database,29,0,0,0,0.037225237958808076,0.15515026924328032,0.04851339243118461
database,8,0,0,3,0.04595637106326366,0.08879633262925092,0.22512567849806733
api_gateway,11,0,0,0,0.03803390829949504,0.0678672157746106,0.4362326756663294
payments,37,0,0,5,0.031769722482225406,0.16975560722900418,0.4233966614728387
database,9,0,0,0,0.01760319390836969,0.09949404254809324,0.42590875383882637
auth,4,1,0,0,0.043964232052484654,0.12965017655219577,0.10038875700925562
auth,4,0,0,3,0.07153532125002056,0.08075593205150618,0.13822784716075348
payments,38,2,0,1,0.025662895028574304,0.23974542069530624,0.14097049747574747
payments,22,2,0,0,0.1173002738390912,0.22329270011186442,0.3740994686803976
payments,10,1,0,0,0.11820527243625331,0.09639850319836718,0.5170227363936808
payments,22,2,0,3,0.10126948287666294,0.3216811629191124,0.41507170486693495
payments,25,0,1,2,0.09783960089156553,0.10581851449041668,0.15059157478105956
payments,17,0,0,2,0.06368589107789334,0.0817933844783294,0.45982301167411993
database,16,1,0,3,0.06822201633321834,0.18719881864091253,0.1261351663846217
payments,13,1,0,3,0.11915763376392845,0.26369781482034876,0.5322662757847615
database,13,0,0,2,0.021618333856605904,0.24323656731295315,0.21655082582576057
database,29,0,0,6,0.001734400933356941,0.21076932789414196,0.11270234799673509
database,6,0,0,1,0.03588552782646099,0.32691532742662266,0.2208158263026814
database,4,1,0,6,0.022054159814075804,0.1435075331592225,0.20475737580915035
database,23,1,0,1,0.058793190572765344,0.2546479745498394,0.07108244662991803
api_gateway,28,1,0,3,0.07463420268327534,0.2033423749932322,0.7269667599317675
auth,15,0,0,1,0.05320346868333901,0.10383856202147636,0.15428235994329265
auth,10,0,0,0,0.06802656287285745,0.03147131590479339,0.13009789232957597
auth,3,1,0,0,0.03591726505593003,0.23321193876316462,0.10822281583708451
api_gateway,49,1,0,1,0.04946523447209715,0.015467901226115355,0.7264943141253892
api_gateway,19,1,0,1,0.03732190373654525,0.019627359800241273,0.7758297104261106
auth,22,1,0,0,0.06854066230403211,0.05108867527561012,0.15461333182855086
database,19,1,0,0,0.0761470837573328,0.035337333934420394,0.4658412485973095
payments,23,3,0,5,0.024589758142980412,0.013190777473037364,0.29089876134255477
api_gateway,43,0,0,3,0.00034694590519222855,0.11017920034863193,0.33110333636354244
database,8,1,0,1,0.07649476539812043,0.2671607358260822,0.05295940120034813
auth,4,0,0,1,0.08703037784998426,0.017051718323945884,0.3974129734251408
api_gateway,45,1,0,3,0.05200028642110077,0.16948682396665346,0.255513440206962
auth,22,1,0,3,0.07040996843974501,0.18202430709765918,0.33854609835207206
database,27,1,0,0,0.0321848957215198,0.10404049141629072,0.1076342326394221
database,25,1,0,5,0.034292257428181476,0.2608726009093806,0.25667253174884624
payments,19,0,0,2,0.01911121075431435,0.28609474139305324,0.4821902558533859
payments,29,2,0,4,0.08401739745140226,0.3599638173418687,0.2887390949987892
auth,8,0,0,3,0.08026304216000338,0.18550209518398236,0.2477848067067265
payments,6,3,0,4,0.020475451812537324,0.31260925181322685,0.08197358506475572
auth,7,0,0,1,0.04945862512026458,0.16431471245377074,0.29496997336682074
payments,28,3,0,1,0.0782746312957784,0.036414525978176696,0.2710442893757816
api_gateway,17,1,0,3,0.06002725994070806,0.1368834421273302,0.6793147234389444
payments,19,3,0,4,0.11092119808261701,0.16593904262421832,0.2101998872406553
auth,10,1,0,3,0.056695047563881024,0.009225882152914899,0.22094287427356152
payments,23,3,0,2,0.08533821087670744,0.024617213653934746,0.503048357375343
database,16,1,0,5,0.05155430597138194,0.2792437321725476,0.32361147700875503
api_gateway,43,1,0,3,0.069949553752178,0.23451904785680186,0.32640375366675656
payments,11,0,0,4,0.10602053943157577,0.027944768273864676,0.5455299228213201
database,4,0,0,6,0.032242586763403906,0.054030721934258556,0.33406077856044486
payments,10,1,0,5,0.13950080666866088,0.3921883191132285,0.508949818190433
payments,14,2,0,2,0.14641174987087782,0.33880481415563346,0.5169889811969206
auth,4,0,0,3,0.07382168001363199,0.1826601283887699,0.10683961989286946
database,25,1,0,2,0.055925273021700514,0.09900508024659216,0.04894969689469143
auth,17,0,0,2,0.052437548665535676,0.26995440180213043,0.3935656968197554
database,10,1,0,0,0.015237345879828014,0.17202929002918804,0.06365892425723756
api_gateway,26,2,0,2,0.03207644476754107,0.08202238281846916,0.7277864704006828
api_gateway,39,2,0,2,0.030741611744821384,0.04812259227457091,0.6289951317893648
auth,19,0,0,2,0.0374212795739058,0.23965513806019031,0.15649608916076255
payments,39,0,0,5,0.08398357977686781,0.36159267863571415,0.38419296673616626
payments,20,0,0,1,0.03484344811446789,0.05087247568675477,0.24445186981238543
payments,16,0,0,1,0.10208746393781509,0.04900765701483754,0.5307311097264383
auth,17,0,0,0,0.05739453222006694,0.21980570741904037,0.04076241887792051
auth,19,1,0,3,0.013622777831844901,0.051193076625631585,0.15088776276350138
payments,36,1,0,3,0.07202024094575597,0.11394107064424547,0.1842520148709313
payments,37,0,0,1,0.07773085982737812,0.019709461433108588,0.4290763549996235
api_gateway,33,2,0,1,0.03939834291022527,0.049757788133489717,0.7580558856191936
auth,21,0,0,2,0.049410041575843944,0.12603842369868543,0.3326184645876372
api_gateway,49,0,0,0,0.024702744522221813,0.20857175548155316,0.7224308379696016
payments,8,0,0,0,0.026096609928270537,0.39140238677307604,0.18910149305595791
payments,14,3,0,2,0.11741185113770801,0.13400342798307832,0.06021389532080437
payments,9,2,0,2,0.06750363592917039,0.19343721924173163,0.5923991713847823
payments,22,3,0,2,0.12800936003054125,0.01693379700732134,0.3545756748619409
payments,8,2,0,0,0.10053809640665388,0.30957445152946894,0.4837775360772832
api_gateway,13,0,0,3,0.024801119456426476,0.14328456900467995,0.3812165034401981
auth,16,0,0,2,0.08055031112598633,0.2847291266785279,0.1352896827295451
payments,38,2,0,3,0.04753695207278164,0.28665277468081257,0.12188403956157215
auth,18,1,0,3,0.042385789416927167,0.19763330354631134,0.3013733527099435
auth,5,0,0,0,0.0036184797532925143,0.1404104078768181,0.13320606419594444
database,14,1,0,3,0.012462643835149301,0.0813465955205319,0.4725823589841191
database,18,1,0,6,0.029620382713794406,0.2897912206273133,0.1615980848135604
auth,21,1,0,3,0.06937260614624423,0.1743325565095516,0.05554273421513661
api_gateway,40,0,0,1,0.0059096495563001825,0.07356148852025354,0.20300653731770557
payments,12,0,0,0,0.0764635600351307,0.18911733812063322,0.48572229098416064
payments,23,3,0,3,0.06970342026677474,0.28409733677090365,0.41886482380115464
api_gateway,17,1,0,3,0.006058060341100484,0.08927597877958698,0.7051477107388454
auth,15,1,0,1,0.09962420986170206,0.029667251994695085,0.25773071515678325
database,11,1,0,4,0.008669976583453592,0.07691328532740609,0.3446720540598505
auth,23,0,0,3,0.06816984700828346,0.21664425562283898,0.05896998878515476
database,15,0,0,3,0.01908564191565545,0.1509076269088723,0.4773523122369673
auth,8,1,0,1,0.0631174204009007,0.06631975951416501,0.24534343392630778
payments,39,3,0,5,0.0035826286978714148,0.008650796984717513,0.2703618166408743
auth,16,0,0,3,0.0680199123483904,0.057290669327774824,0.39463954744373697
api_gateway,31,2,0,3,0.07357743449894064,0.2143567829957987,0.36141849487199806
api_gateway,40,1,0,3,0.053662822527846696,0.1897696032680044,0.10014221563608024
api_gateway,8,0,0,0,0.024879367771232782,0.04491763899818002,0.38212318651300736
api_gateway,49,2,0,3,0.020979483586494343,0.12591726617826915,0.11919684605775877
database,12,0,0,1,0.04741823833918885,0.10285486648834052,0.47692450561477845
database,26,1,0,2,0.06122503383135733,0.09921391248728872,0.11554874704533588
database,19,0,0,4,0.008537411884196712,0.3138738290320677,0.056536025350168176
auth,8,0,0,0,0.061707653000622635,0.035596753412816984,0.09482320606811966
database,29,1,0,5,0.04574978036074833,0.27321859080729566,0.06751189866207155
auth,13,0,0,0,0.04937694913726616,0.010651010615589707,0.18597784976326023
auth,15,1,0,2,0.00553907300209392,0.17084755155600292,0.34529475402524334
payments,37,2,0,4,0.062442739281653205,0.37324528846746124,0.3730783400859667
payments,35,3,0,2,0.03318567297100255,0.1330626399283566,0.516186255818607
auth,6,0,0,1,0.054216991044571484,0.041335656202529054,0.14410400877361446
database,15,0,0,4,0.06981742730365544,0.2282694617672197,0.41126276100016246
database,23,0,0,1,0.06279514787876546,0.025163369180077437,0.3342821845623391
payments,27,2,0,2,0.031395911375131286,0.23087989856902458,0.16080382268623822
payments,6,0,0,3,0.08277431003012527,0.12668684881008643,0.36044301290959724
api_gateway,34,1,0,2,0.07786291613879637,0.10323457201208128,0.26167445316946525
auth,11,1,0,3,0.05094018695309704,0.11446165274206395,0.25677242168316167
auth,14,0,0,1,0.02955524986352176,0.2629225465738446,0.20946948719532488
api_gateway,15,0,0,1,0.047469504207093983,0.23255992652130641,0.3339098248260314
database,14,1,0,1,0.05099736470513036,0.21953847580654526,0.04825859665964997
payments,13,2,0,3,0.02279702737110768,0.10088925369224754,0.4375223176733426
api_gateway,45,2,0,0,0.05534108397471038,0.08134245914760649,0.46537711661329717
api_gateway,26,0,0,3,0.025177659403072195,0.22202098529853564,0.7882051743200262
auth,20,0,0,0,0.014715770096372338,0.1742174598428417,0.31947534420592905
api_gateway,43,1,0,3,0.06482678941844541,0.2275048566771514,0.2861867906196813
database,23,0,0,6,0.03739139689763821,0.058549658752694286,0.2139808397737453
payments,7,1,0,0,0.1394882644718497,0.2976197804914311,0.3945551203897307
api_gateway,35,1,0,3,0.047540808833298975,0.05134694016961858,0.5273857916633742
auth,5,0,0,2,0.09066688146151902,0.05766960135811917,0.21826393594166812
api_gateway,43,0,0,3,0.01707107861511517,0.07199896841950607,0.5825708633583897
auth,23,1,0,3,0.025050142469593962,0.24483767209618615,0.16517552753595915
api_gateway,41,0,0,2,0.051814065527803925,0.20927846064016434,0.3692300140916389
auth,9,0,0,2,0.04280928766249438,0.009874130598352104,0.31690337053757667
payments,23,0,0,3,0.0722850250664966,0.343155674098496,0.32632153641406964
auth,8,1,0,1,0.021018510362154377,0.1877598328846104,0.0716242443911376
auth,4,1,0,2,0.0745080171162218,0.20760920854593398,0.19402840239725963
database,11,1,0,2,0.03148882735556976,0.010085390368761993,0.2296094465644234
payments,6,1,0,3,0.012437187209172173,0.05358994669991249,0.3921918082954842
database,16,1,0,6,0.052161130173516035,0.0382506032835383,0.18863036650549916
database,13,0,0,0,0.03006051028055296,0.06553184386536531,0.4778163438717053
payments,23,2,0,3,0.09065710786242122,0.0890414546164951,0.516160637953172
database,23,0,0,3,0.07484170283715225,0.15629500496192653,0.05459734636994832
auth,21,0,0,3,0.056181388033830874,0.05648410466919661,0.24466947242267698
auth,17,1,0,2,0.03130831693513521,0.17241096117584634,0.04941674190687942
api_gateway,24,0,0,1,0.054536039273290704,0.11848019437194135,0.2110902122291442
api_gateway,35,2,0,1,0.0555754333643311,0.04484856827796563,0.5791537791949424
payments,30,0,0,5,0.08071815150597197,0.17471086772932787,0.28317589870479404
payments,26,3,0,1,0.047239984118839874,0.2282758646307392,0.5159366013517093
database,9,0,0,0,0.0625157902900538,0.16622164552389906,0.3620966068955024
database,26,1,0,0,0.06981843872482797,0.06494089002728352,0.23268222661397536
payments,11,0,0,5,0.1411918393360197,0.23508129133659061,0.09560993388034933
payments,6,0,0,5,0.04749036522411194,0.07361641392857869,0.3582089230752225
auth,15,1,0,2,0.0177116568678373,0.12929125275158485,0.2037701016327008
api_gateway,24,2,0,1,0.032975108928738214,0.1911525019631273,0.6749499216491118
auth,12,0,0,3,0.034467314101254774,0.23042697156574204,0.31051123075843645
auth,21,1,0,1,0.05377707777946096,0.022980872507463047,0.18329115237746782
database,18,0,0,4,0.014270000154887236,0.03294891623439103,0.09182041991319534
api_gateway,22,1,0,3,0.04311475151124979,0.020207174233111636,0.4644907862447707
auth,4,1,0,3,0.054468809343397664,0.14031968133434114,0.3371741223428969
database,4,0,0,1,0.057744783670857364,0.2170480059862405,0.19986783570075886
auth,24,1,0,3,0.05727532592481626,0.04456354545299428,0.22902843907316334
database,18,0,0,2,0.008037296920680052,0.23544084885732566,0.14688915315023834
api_gateway,33,2,0,2,0.061429414687560586,0.10499250597493093,0.6187822381576183
api_gateway,26,1,0,2,0.05109303616539218,0.06392629896269186,0.3521899696888944
api_gateway,26,0,0,0,0.027476830153503704,0.1777190921155996,0.18269014938368222
database,26,0,0,3,0.03036544228559406,0.18369692409032745,0.18794087611767799
payments,33,0,0,5,0.05652159416613187,0.13623037496844748,0.5717608867386107
api_gateway,32,2,0,1,0.07308526370178416,0.20824891457640898,0.36656147377832105
api_gateway,30,2,0,3,0.00021665133625798028,0.15896703822176986,0.12560086734091547
auth,20,1,0,3,0.056104873536670374,0.28542165471304753,0.3285347224213432
api_gateway,32,2,0,3,0.055252257406112004,0.06857712153894477,0.6188419878895453
payments,20,3,0,5,0.12682662162608407,0.28504056291935725,0.22983769278350658
auth,22,1,0,0,0.0032918586763953763,0.13438260338471583,0.17052239674684344
auth,8,1,0,2,0.08556245661758771,0.05957489346782502,0.35137298385385796
api_gateway,37,2,0,3,0.07296925055382537,0.10513459148748064,0.6124437296373018
api_gateway,20,1,0,2,0.02454256849536484,0.10850475092281267,0.26209187887434093
database,15,1,0,5,0.06594455270553656,0.18576668255425804,0.23809535779995933
database,20,0,0,1,0.04204041145206353,0.34237182132997085,0.4046928583521738
api_gateway,24,1,0,0,0.07497259885439053,0.16270513636767908,0.7188029469914718
payments,11,1,0,5,0.12493403923308441,0.2944069473461344,0.5364730941366249
payments,17,3,0,5,0.13948057234408184,0.01631400537420724,0.41004182268838024
database,5,1,0,5,0.0059215992204715295,0.15056788411044297,0.41546679854014923
database,13,0,0,5,0.040700247410091754,0.028196279791742555,0.32367077734780925
api_gateway,48,0,0,0,0.014866991735451798,0.12372697408177344,0.7613261500310139
database,4,0,0,3,0.00911564909444099,0.28664171130580995,0.17815852899574128
payments,35,0,0,2,0.01004866415937714,0.11651749888220211,0.10724177603003582
payments,11,1,0,4,0.07504577345317721,0.1516643455919774,0.4946005795972491
payments,32,0,0,4,0.1462140122004293,0.008794608815729443,0.5682839722142703
payments,30,2,0,3,0.016984683488868807,0.39840511335289935,0.24670230227390122
payments,5,3,0,4,0.06965253748232125,0.3968063877587343,0.5682889292192466
api_gateway,24,1,0,0,0.04238000572147581,0.18086634030671722,0.4169492152958951
auth,9,0,0,2,0.06476595856402947,0.21519833611226086,0.22254512361739606
database,28,1,0,3,0.07370724478439372,0.20211551434181654,0.45226431593804206
auth,8,0,0,0,0.07578120318921161,0.09800343114285366,0.3350557671104658
payments,20,2,0,1,0.1322563454457877,0.10798945474218483,0.27541116296027673
payments,29,0,0,3,0.055407397137387765,0.12893538323237747,0.42721997082082047
payments,36,0,0,4,0.08018318171340587,0.37751555568318323,0.4017546045075211
database,8,1,0,6,0.06420338057258733,0.055789419235350794,0.481620626937413
database,14,0,0,5,0.041071525726803795,0.27767600428283795,0.2735184616547779
payments,25,1,0,4,0.14568298678282415,0.2889244673294831,0.5547913971152709
api_gateway,40,2,0,2,0.02257887537878478,0.24913789606303494,0.4242761486983182
payments,38,3,0,5,0.009960803019074604,0.2221053290431761,0.5696594991614056
database,16,0,0,6,0.03120931818354145,0.03361829225433137,0.4320340671121859
database,26,1,0,1,0.059185306751056814,0.10359667334652782,0.35771273660394853
auth,24,1,0,3,0.08654158817884439,0.21015209870366408,0.2979644478035294
auth,21,0,0,0,0.0930703993192474,0.01503210898199052,0.07092412821804585
auth,20,0,0,0,0.03107616953724214,0.29737994962351305,0.17839564494300952
payments,6,3,0,2,0.14825558500823566,0.22873150847307638,0.1530762083910773
auth,17,0,0,3,0.04762328135171624,0.2950794986634462,0.19807906498497033
database,23,1,0,2,0.0602479743817307,0.19946396370960567,0.38465873305912723
payments,13,3,0,4,0.01796399496482958,0.27945423577278244,0.14405596993002562
api_gateway,30,0,0,1,0.004510237339763607,0.113756573176265,0.7156906653175007
payments,28,3,0,5,0.06834912323296378,0.005979988441695561,0.10503556936159332
auth,11,0,0,3,0.03932464647920378,0.162428818291499,0.3140399102237933
auth,23,1,0,2,0.03558303786676609,0.14415940294752247,0.2931590189670876
auth,20,1,0,3,0.03799561251474085,0.05368854514050031,0.11522733758388237
api_gateway,11,1,0,1,0.04219758256436126,0.07552125929614514,0.3015425124545221
database,20,0,0,4,0.020524680499916112,0.25220081882098877,0.05244790086167305
payments,5,2,0,3,0.034610188531058066,0.3533398804088416,0.056135023021506775
payments,20,0,0,1,0.10549200810633756,0.07651566267860575,0.3366972646032361
payments,9,0,0,1,0.10471058196051024,0.04938542949229441,0.36739259344747094
auth,17,1,0,2,0.04413675603197897,0.2171038104278423,0.27729443849561364
database,13,1,0,0,0.0021316232931093905,0.26122631789221434,0.11189062091442839
database,20,0,0,1,0.042032965676320505,0.30077655849187657,0.16228894555248602
database,21,0,0,3,0.022416229371113598,0.30718371702673053,0.34058399096096803
api_gateway,30,1,0,2,0.04123594414242295,0.04186286513062887,0.6453119142537178
database,22,1,0,1,0.020717186632016302,0.2246252041966817,0.27486465711576014
api_gateway,16,1,0,3,0.0591441098416861,0.20613896959317735,0.5606287270951634
api_gateway,17,2,0,1,0.0004393559871653352,0.23270174196190047,0.7497290552082457
auth,6,0,0,1,0.005438696600157234,0.09443514474384317,0.3821970081316183
api_gateway,47,2,0,1,0.026717673963307417,0.19643062803289676,0.7122399197012633
api_gateway,17,0,0,1,0.029312927497299406,0.23838803579625079,0.4363191241021406
database,8,1,0,6,0.008320679124713576,0.20565159217514534,0.07399038679822562
api_gateway,16,0,0,1,0.06067578256321572,0.12020144856715842,0.6341470859400828
payments,11,3,0,3,0.029000885041807825,0.330123360969193,0.18327083351309625
auth,4,0,0,3,0.03540049431812427,0.26672597499805967,0.11480629813019567
auth,23,0,0,0,0.0044772372518095075,0.1740584709743931,0.049778540173783394
payments,27,2,0,4,0.048528692060555684,0.3589676200312695,0.5770381447278767
payments,17,0,0,5,0.08428154343622697,0.20757494570590276,0.5355081419138942
payments,6,1,0,0,0.060698061247282525,0.013515660379299455,0.3767575510514838
api_gateway,32,1,0,3,0.061571918321263235,0.22137942996600565,0.5733303896847101
auth,10,0,0,0,0.05716823260992711,0.1635760338785911,0.21228576355729561
api_gateway,27,1,0,2,0.07208960626868328,0.20095933586562778,0.6708654350833726
payments,6,2,0,5,0.033172141516604005,0.1492028399514243,0.5861798933871837
api_gateway,27,1,0,3,0.030273278684566796,0.05884467251709616,0.3296114411424032
payments,27,1,0,5,0.01892064870242281,0.25628408989088863,0.3007704021727637
payments,29,1,0,0,0.10037312333022762,0.18541913570356874,0.34137620339123914
auth,14,0,0,1,0.0484368151342658,0.2486274221230018,0.3380221769207733
payments,19,3,0,4,0.038443856305382634,0.18150150410014143,0.2001947976767251
auth,14,0,0,2,0.07192878001522802,0.09172764694670964,0.21789340543559685
auth,5,1,0,3,0.0045776339428725615,0.20118174291640362,0.2550128886817655
payments,19,0,0,0,0.1422981121354486,0.2332780647532184,0.3682853562307333
payments,31,0,0,3,0.14424171633816701,0.05478665381769435,0.2746680638852503
database,14,0,0,1,0.07718270061963278,0.20581962356863726,0.3501898332382835
database,20,0,0,6,0.05886492830529429,0.09591501217430869,0.19961592175593754
auth,7,1,0,2,0.027159892358039773,0.21793966613805937,0.3791642220592851
database,22,0,0,5,0.06479903000136722,0.04830511191648318,0.08197409237354109
api_gateway,13,1,0,0,0.05176910019544038,0.206452783227277,0.12347408145854039
database,20,1,0,0,0.06364871398555785,0.03725180154489553,0.2881693320840081
api_gateway,30,2,0,3,0.07237314336910504,0.0004780029142391895,0.6348238500814324
api_gateway,38,1,0,1,0.0009617094104327162,0.10885731175322477,0.12571126665548538
payments,25,2,0,4,0.0442052054828292,0.22936065035908154,0.2538908613707812
api_gateway,9,1,0,1,0.029617358071536933,0.1673049014538368,0.1828259960865799
payments,12,2,0,4,0.0033852874803565634,0.03034865648961902,0.5201510291457033
payments,32,2,0,3,0.030778071435721047,0.38124984500318604,0.2734776675150686
database,27,0,0,3,0.003873858113381532,0.13245795936939447,0.36280913322831376
payments,15,0,0,5,0.0012532056258207857,0.152060056783068,0.47981963379221454
api_gateway,35,1,0,2,0.02890618179407797,0.1990315922222167,0.43803296983604056
database,21,1,0,2,0.05227780183676489,0.006554153430952164,0.2366871390076018
